create table Customers (
	ClientID INT,
	FirstName VARCHAR(50),
	LastName VARCHAR(50),
	Smartphone VARCHAR(6),
	Color VARCHAR(50),
	Facebook_Usage VARCHAR(50),
	Job_Title VARCHAR(50),
	Foreign_Language VARCHAR(50),
	State VARCHAR(50)
);
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (1, 'Norma', 'Stephens', 'HTC', 'Violet', 'Monthly', 'Human Resources Manager', 'Kashmiri', 'West Virginia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (467, 'Jane', 'Medina', 'Nexus', 'Crimson', 'Often', 'Technical Writer', 'Catalan', 'Washington');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (468, 'Sara', 'Hanson', 'HTC', 'Red', 'Daily', 'Health Coach IV', 'Irish Gaelic', 'Illinois');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (469, 'Christina', 'Campbell', 'HTC', 'Crimson', 'Monthly', 'Software Consultant', 'Zulu', 'New Mexico');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (470, 'Irene', 'Payne', 'LG', 'Blue', 'Yearly', 'Senior Financial Analyst', 'Fijian', 'Nebraska');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (471, 'Nancy', 'Carr', 'LG', 'Maroon', 'Often', 'Analog Circuit Design manager', 'Portuguese', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (472, 'Emily', 'Coleman', 'LG', 'Maroon', 'Once', 'Senior Editor', 'Telugu', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (473, 'Marilyn', 'Stephens', 'LG', 'Goldenrod', 'Daily', 'Nuclear Power Engineer', 'Swedish', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (474, 'Anna', 'Hill', 'Nexus', 'Purple', 'Never', 'Paralegal', 'Hebrew', 'Michigan');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (475, 'Donna', 'Crawford', 'LG', 'Violet', 'Monthly', 'Automation Specialist I', 'Haitian Creole', 'Oklahoma');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (476, 'Barbara', 'Dunn', 'HTC', 'Yellow', 'Daily', 'Physical Therapy Assistant', 'Swati', 'North Carolina');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (477, 'Judy', 'Wright', 'Note', 'Red', 'Often', 'Technical Writer', 'Tsonga', 'Montana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (478, 'Tammy', 'Mccoy', 'Note', 'Green', 'Monthly', 'Senior Financial Analyst', 'Malagasy', 'Alaska');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (479, 'Cynthia', 'Simpson', 'HTC', 'Yellow', 'Often', 'Health Coach I', 'Ndebele', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (480, 'Bonnie', 'Larson', 'LG', 'Crimson', 'Monthly', 'Information Systems Manager', 'Swati', 'Alabama');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (481, 'Diana', 'Hudson', 'Galaxy', 'Aquamarine', 'Monthly', 'Nurse Practicioner', 'Tajik', 'Utah');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (482, 'Frances', 'Burke', 'IPhone', 'Violet', 'Once', 'Teacher', 'Tamil', 'Washington');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (483, 'Carolyn', 'Alvarez', 'IPhone', 'Orange', 'Yearly', 'Quality Control Specialist', 'Finnish', 'Massachusetts');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (484, 'Bonnie', 'Watson', 'LG', 'Maroon', 'Seldom', 'Data Coordiator', 'Zulu', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (485, 'Paula', 'Rogers', 'Note', 'Purple', 'Often', 'Developer II', 'Marathi', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (486, 'Robin', 'Harris', 'HTC', 'Purple', 'Weekly', 'Paralegal', 'Amharic', 'Massachusetts');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (487, 'Louise', 'Hudson', 'Galaxy', 'Fuscia', 'Monthly', 'Registered Nurse', 'Marathi', 'Minnesota');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (488, 'Doris', 'Wallace', 'Galaxy', 'Green', 'Yearly', 'Structural Analysis Engineer', 'Tamil', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (489, 'Robin', 'Collins', 'IPhone', 'Goldenrod', 'Once', 'Geologist III', 'Kurdish', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (490, 'Joyce', 'Pierce', 'Galaxy', 'Turquoise', 'Never', 'Software Engineer III', 'Malayalam', 'Pennsylvania');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (491, 'Jacqueline', 'Hudson', 'IPhone', 'Teal', 'Often', 'Occupational Therapist', 'Gagauz', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (492, 'Susan', 'Murray', 'Galaxy', 'Crimson', 'Yearly', 'Human Resources Manager', 'Swati', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (493, 'Ann', 'Wilson', 'Note', 'Maroon', 'Never', 'Pharmacist', 'Ndebele', 'West Virginia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (494, 'Laura', 'Johnston', 'LG', 'Blue', 'Daily', 'Data Coordiator', 'Lithuanian', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (495, 'Laura', 'Roberts', 'Galaxy', 'Yellow', 'Yearly', 'Human Resources Manager', 'Irish Gaelic', 'Georgia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (496, 'Nancy', 'Chapman', 'HTC', 'Khaki', 'Often', 'Cost Accountant', 'Irish Gaelic', 'Mississippi');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (497, 'Melissa', 'Ward', 'Galaxy', 'Mauv', 'Once', 'Technical Writer', 'Italian', 'Nevada');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (498, 'Catherine', 'Carroll', 'LG', 'Indigo', 'Daily', 'Developer I', 'Finnish', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (499, 'Carol', 'Rose', 'Galaxy', 'Puce', 'Seldom', 'Quality Control Specialist', 'West Frisian', 'Minnesota');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (500, 'Mary', 'Stewart', 'Galaxy', 'Orange', 'Weekly', 'Developer I', 'Fijian', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (501, 'Christina', 'Chavez', 'Galaxy', 'Aquamarine', 'Weekly', 'Nurse', 'Haitian Creole', 'Indiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (502, 'Karen', 'Tucker', 'LG', 'Yellow', 'Often', 'Account Executive', 'Latvian', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (503, 'Stephanie', 'Myers', 'IPhone', 'Pink', 'Once', 'Programmer Analyst II', 'Armenian', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (504, 'Christine', 'Ferguson', 'LG', 'Pink', 'Daily', 'Account Representative IV', 'Finnish', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (505, 'Marilyn', 'Stevens', 'Note', 'Violet', 'Often', 'Recruiter', 'Japanese', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (506, 'Heather', 'Ferguson', 'Note', 'Yellow', 'Monthly', 'Food Chemist', 'Tamil', 'South Carolina');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (507, 'Tammy', 'Williams', 'IPhone', 'Khaki', 'Weekly', 'Marketing Assistant', 'Moldovan', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (508, 'Rebecca', 'Castillo', 'IPhone', 'Puce', 'Never', 'Junior Executive', 'Punjabi', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (509, 'Susan', 'Martin', 'Note', 'Orange', 'Yearly', 'Sales Associate', 'Filipino', 'Kansas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (510, 'Laura', 'Brooks', 'HTC', 'Orange', 'Yearly', 'Account Executive', 'Khmer', 'North Carolina');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (511, 'Marilyn', 'Adams', 'Nexus', 'Maroon', 'Daily', 'Staff Accountant I', 'Portuguese', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (512, 'Ruby', 'Payne', 'LG', 'Mauv', 'Weekly', 'Sales Associate', 'Lithuanian', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (513, 'Lois', 'Perez', 'LG', 'Orange', 'Often', 'Nurse Practicioner', 'Swahili', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (514, 'Christina', 'Little', 'IPhone', 'Fuscia', 'Monthly', 'VP Accounting', 'Dutch', 'Minnesota');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (515, 'Tina', 'Jones', 'HTC', 'Teal', 'Weekly', 'Occupational Therapist', 'Catalan', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (516, 'Susan', 'Mason', 'Galaxy', 'Maroon', 'Never', 'Computer Systems Analyst II', 'Japanese', 'Michigan');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (517, 'Sandra', 'Mcdonald', 'IPhone', 'Purple', 'Weekly', 'Executive Secretary', 'Sotho', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (518, 'Beverly', 'Hunter', 'IPhone', 'Khaki', 'Often', 'Geological Engineer', 'Guaraní', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (519, 'Julie', 'Wood', 'Nexus', 'Indigo', 'Monthly', 'Accounting Assistant III', 'Swati', 'Mississippi');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (520, 'Rose', 'Moreno', 'IPhone', 'Red', 'Seldom', 'Civil Engineer', 'Malagasy', 'Pennsylvania');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (521, 'Marie', 'Williamson', 'Galaxy', 'Pink', 'Often', 'Civil Engineer', 'Montenegrin', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (522, 'Ruby', 'Kim', 'Note', 'Goldenrod', 'Weekly', 'Staff Accountant III', 'Romanian', 'Arizona');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (523, 'Diana', 'Elliott', 'Nexus', 'Khaki', 'Once', 'Operator', 'New Zealand Sign Language', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (524, 'Lillian', 'Taylor', 'Nexus', 'Teal', 'Daily', 'Design Engineer', 'Punjabi', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (525, 'Anna', 'Rogers', 'Note', 'Pink', 'Yearly', 'Administrative Assistant II', 'Swedish', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (526, 'Helen', 'Gilbert', 'HTC', 'Red', 'Daily', 'Statistician IV', 'Pashto', 'South Carolina');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (527, 'Cheryl', 'Perez', 'Galaxy', 'Green', 'Daily', 'Business Systems Development Analyst', 'French', 'Iowa');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (528, 'Norma', 'Nelson', 'IPhone', 'Violet', 'Yearly', 'Accounting Assistant II', 'Norwegian', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (529, 'Maria', 'Morales', 'HTC', 'Red', 'Daily', 'Social Worker', 'Oriya', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (530, 'Kathleen', 'Hernandez', 'Nexus', 'Maroon', 'Weekly', 'Cost Accountant', 'Dhivehi', 'New Mexico');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (531, 'Lois', 'Diaz', 'LG', 'Indigo', 'Often', 'Account Representative III', 'Assamese', 'Minnesota');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (532, 'Michelle', 'Nelson', 'Nexus', 'Aquamarine', 'Weekly', 'Business Systems Development Analyst', 'Dari', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (533, 'Bonnie', 'Ferguson', 'Note', 'Goldenrod', 'Seldom', 'Biostatistician II', 'Irish Gaelic', 'Georgia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (534, 'Kelly', 'Warren', 'Note', 'Teal', 'Yearly', 'Pharmacist', 'Māori', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (535, 'Julia', 'Banks', 'Galaxy', 'Green', 'Once', 'Internal Auditor', 'Kurdish', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (536, 'Brenda', 'Wood', 'LG', 'Indigo', 'Never', 'Staff Scientist', 'Moldovan', 'Louisiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (537, 'Diana', 'Moreno', 'Galaxy', 'Mauv', 'Weekly', 'Programmer II', 'Nepali', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (538, 'Ruby', 'Schmidt', 'IPhone', 'Purple', 'Monthly', 'Paralegal', 'Albanian', 'Virginia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (539, 'Heather', 'Andrews', 'HTC', 'Blue', 'Seldom', 'Human Resources Manager', 'Gagauz', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (540, 'Sandra', 'Simmons', 'HTC', 'Mauv', 'Daily', 'Engineer II', 'Czech', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (541, 'Janet', 'Washington', 'IPhone', 'Orange', 'Yearly', 'Automation Specialist III', 'Kashmiri', 'Missouri');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (542, 'Dorothy', 'Nelson', 'Note', 'Aquamarine', 'Monthly', 'VP Sales', 'Catalan', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (543, 'Teresa', 'Cox', 'IPhone', 'Puce', 'Weekly', 'Human Resources Assistant I', 'Catalan', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (544, 'Kelly', 'Woods', 'HTC', 'Mauv', 'Never', 'Dental Hygienist', 'Persian', 'Georgia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (545, 'Jennifer', 'Johnston', 'Nexus', 'Pink', 'Seldom', 'Marketing Assistant', 'Tsonga', 'North Carolina');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (546, 'Alice', 'Berry', 'Nexus', 'Red', 'Seldom', 'Junior Executive', 'Telugu', 'Minnesota');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (547, 'Jessica', 'Lawrence', 'LG', 'Orange', 'Monthly', 'VP Sales', 'Kannada', 'Kansas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (548, 'Phyllis', 'Daniels', 'LG', 'Mauv', 'Daily', 'VP Quality Control', 'Japanese', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (549, 'Joan', 'Carter', 'LG', 'Purple', 'Weekly', 'Community Outreach Specialist', 'Latvian', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (550, 'Angela', 'Carr', 'IPhone', 'Yellow', 'Yearly', 'Recruiting Manager', 'Luxembourgish', 'Kansas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (551, 'Angela', 'Spencer', 'Galaxy', 'Red', 'Never', 'Internal Auditor', 'Ndebele', 'New Jersey');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (552, 'Janice', 'Williamson', 'Galaxy', 'Pink', 'Never', 'Statistician I', 'Chinese', 'Missouri');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (553, 'Heather', 'Kennedy', 'Galaxy', 'Pink', 'Seldom', 'Database Administrator IV', 'Norwegian', 'Louisiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (554, 'Dorothy', 'Freeman', 'Note', 'Indigo', 'Often', 'Graphic Designer', 'Kyrgyz', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (555, 'Jane', 'Morgan', 'Note', 'Aquamarine', 'Daily', 'Structural Engineer', 'Croatian', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (556, 'Brenda', 'Reyes', 'Galaxy', 'Blue', 'Once', 'Nuclear Power Engineer', 'Swahili', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (557, 'Angela', 'Jackson', 'Galaxy', 'Violet', 'Monthly', 'Quality Engineer', 'Burmese', 'Tennessee');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (558, 'Tina', 'Carpenter', 'IPhone', 'Indigo', 'Often', 'Registered Nurse', 'Swati', 'North Carolina');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (559, 'Carolyn', 'Riley', 'IPhone', 'Pink', 'Yearly', 'Administrative Officer', 'Tetum', 'Illinois');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (560, 'Christina', 'George', 'Nexus', 'Red', 'Never', 'Sales Representative', 'Quechua', 'Kentucky');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (561, 'Rebecca', 'Nelson', 'HTC', 'Indigo', 'Yearly', 'Payment Adjustment Coordinator', 'Lao', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (562, 'Donna', 'Palmer', 'Galaxy', 'Khaki', 'Weekly', 'Administrative Assistant IV', 'Latvian', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (563, 'Susan', 'Hanson', 'Note', 'Mauv', 'Weekly', 'Statistician II', 'Kazakh', 'Nebraska');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (564, 'Alice', 'Hayes', 'Note', 'Blue', 'Seldom', 'Analog Circuit Design manager', 'Icelandic', 'Louisiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (565, 'Alice', 'Wells', 'IPhone', 'Orange', 'Often', 'Research Associate', 'Lithuanian', 'Massachusetts');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (566, 'Kathleen', 'Harrison', 'HTC', 'Goldenrod', 'Monthly', 'Environmental Specialist', 'Oriya', 'Georgia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (567, 'Elizabeth', 'Lynch', 'Nexus', 'Green', 'Often', 'Tax Accountant', 'Czech', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (568, 'Frances', 'Palmer', 'LG', 'Blue', 'Daily', 'Sales Associate', 'Afrikaans', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (569, 'Frances', 'Coleman', 'LG', 'Crimson', 'Once', 'Automation Specialist II', 'Māori', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (570, 'Jacqueline', 'Parker', 'Galaxy', 'Yellow', 'Once', 'Systems Administrator III', 'English', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (571, 'Sharon', 'Cook', 'Galaxy', 'Puce', 'Yearly', 'Civil Engineer', 'Bislama', 'Massachusetts');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (572, 'Sarah', 'Fuller', 'Galaxy', 'Violet', 'Once', 'Environmental Specialist', 'Icelandic', 'Massachusetts');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (573, 'Margaret', 'Richards', 'IPhone', 'Crimson', 'Once', 'Editor', 'Bengali', 'Utah');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (574, 'Amy', 'Porter', 'HTC', 'Khaki', 'Yearly', 'Compensation Analyst', 'Gujarati', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (575, 'Jacqueline', 'Hall', 'Note', 'Mauv', 'Monthly', 'Quality Engineer', 'Somali', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (576, 'Betty', 'Olson', 'Note', 'Purple', 'Seldom', 'Accountant I', 'Norwegian', 'New Jersey');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (577, 'Amanda', 'Stone', 'IPhone', 'Green', 'Daily', 'Clinical Specialist', 'Finnish', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (578, 'Marie', 'King', 'Nexus', 'Crimson', 'Yearly', 'Environmental Tech', 'West Frisian', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (579, 'Donna', 'Baker', 'IPhone', 'Teal', 'Daily', 'Programmer Analyst III', 'West Frisian', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (580, 'Marilyn', 'Washington', 'HTC', 'Turquoise', 'Once', 'Nurse Practicioner', 'Dzongkha', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (581, 'Joan', 'Pierce', 'Nexus', 'Goldenrod', 'Seldom', 'Social Worker', 'Georgian', 'New Mexico');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (582, 'Carol', 'Morris', 'Note', 'Orange', 'Monthly', 'Programmer II', 'Gagauz', 'Tennessee');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (583, 'Andrea', 'Powell', 'HTC', 'Purple', 'Daily', 'Executive Secretary', 'Aymara', 'Pennsylvania');
