create table Customers (
	CustomerID INT,
	FirstName VARCHAR(50),
	LastName VARCHAR(50),
	Email VARCHAR(50),
	City VARCHAR(50),
	CountryOfOrigin VARCHAR(50),
	MotherTongue VARCHAR(50)
);
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (1, 'Louis', 'Lynch', 'llynch0@youtube.com', 'Jermenovci', 'Serbia', 'Hiri Motu');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (494, 'Susan', 'Bryant', 'sbryantdp@nasa.gov', 'Nazaré da Mata', 'Brazil', 'Amharic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (495, 'Billy', 'Ferguson', 'bfergusondq@merriam-webster.com', 'Tomelilla', 'Sweden', 'Finnish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (496, 'Susan', 'Cook', 'scookdr@xinhuanet.com', 'Yabēlo', 'Ethiopia', 'Kannada');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (497, 'Maria', 'Sanders', 'msandersds@scientificamerican.com', 'Pekuwon', 'Indonesia', 'Chinese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (498, 'Jennifer', 'Stevens', 'jstevensdt@mayoclinic.com', 'Amerta', 'Indonesia', 'Albanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (499, 'Chris', 'Pierce', 'cpiercedu@wix.com', 'Jintan', 'China', 'Kurdish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (500, 'Mary', 'Fuller', 'mfullerdv@ed.gov', 'Pniv', 'Ukraine', 'Malagasy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (501, 'Willie', 'Vasquez', 'wvasquezdw@economist.com', 'Zhuting', 'China', 'Swedish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (502, 'Craig', 'Hanson', 'chansondx@state.gov', 'Yangxipu', 'China', 'Croatian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (503, 'Alan', 'Ellis', 'aellisdy@answers.com', 'Gibbons', 'Canada', 'Yiddish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (504, 'Judy', 'Reyes', 'jreyesdz@examiner.com', 'Itatinga', 'Brazil', 'Persian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (505, 'Victor', 'Fernandez', 'vfernandeze0@nydailynews.com', 'Yangshuo', 'China', 'Portuguese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (506, 'Arthur', 'Reid', 'areide1@google.com.hk', 'Malinao', 'Philippines', 'Sotho');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (507, 'Charles', 'Mason', 'cmasone2@slate.com', 'Chai Nat', 'Thailand', 'Gujarati');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (508, 'Teresa', 'Rivera', 'triverae3@diigo.com', 'Lille', 'France', 'Malagasy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (509, 'Cheryl', 'Price', 'cpricee4@macromedia.com', 'Horní Jiřetín', 'Czech Republic', 'Albanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (510, 'Jonathan', 'Burke', 'jburkee5@mtv.com', 'Caluire-et-Cuire', 'France', 'Oriya');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (511, 'Amy', 'Matthews', 'amatthewse6@sciencedaily.com', 'Asikkala', 'Finland', 'Luxembourgish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (512, 'Melissa', 'Green', 'mgreene7@sun.com', 'Carmen', 'Philippines', 'Norwegian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (513, 'Ruby', 'Myers', 'rmyerse8@mapquest.com', 'San Sebastián de Yalí', 'Nicaragua', 'Latvian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (514, 'Ruby', 'Wagner', 'rwagnere9@mit.edu', 'Rukem', 'Indonesia', 'Albanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (515, 'Eugene', 'Patterson', 'epattersonea@printfriendly.com', 'Choros', 'Peru', 'Danish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (516, 'Debra', 'Torres', 'dtorreseb@com.com', 'Caitang', 'China', 'Estonian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (517, 'Lois', 'Bishop', 'lbishopec@biblegateway.com', 'Marseille', 'France', 'Dutch');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (518, 'Stephen', 'Alexander', 'salexandered@people.com.cn', 'Zarichne', 'Ukraine', 'Tok Pisin');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (519, 'Stephanie', 'Day', 'sdayee@moonfruit.com', 'General Roca', 'Argentina', 'Chinese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (520, 'Walter', 'Ellis', 'wellisef@intel.com', 'Majie', 'China', 'Georgian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (521, 'Lisa', 'Baker', 'lbakereg@netlog.com', 'Baikui', 'China', 'Spanish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (522, 'Steve', 'Burton', 'sburtoneh@gov.uk', 'Imus', 'Philippines', 'Greek');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (523, 'Eugene', 'Owens', 'eowensei@rediff.com', 'La Jagua de Ibirico', 'Colombia', 'Georgian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (524, 'Katherine', 'Wood', 'kwoodej@list-manage.com', 'Lucerna', 'Honduras', 'Mongolian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (525, 'Alan', 'George', 'ageorgeek@last.fm', 'Apeldoorn', 'Netherlands', 'Swati');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (526, 'Ruby', 'Hicks', 'rhicksel@blogspot.com', 'Pedreira', 'Brazil', 'Mongolian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (527, 'Rebecca', 'Freeman', 'rfreemanem@theatlantic.com', 'Dongjiang Matoukou', 'China', 'Punjabi');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (528, 'Frances', 'Morales', 'fmoralesen@ebay.com', 'Xinhuang', 'China', 'Maltese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (529, 'Joseph', 'Kennedy', 'jkennedyeo@t.co', 'Garzón', 'Colombia', 'Ndebele');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (530, 'Arthur', 'Stevens', 'astevensep@myspace.com', 'Pamupukan', 'Indonesia', 'Kazakh');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (531, 'Norma', 'Robinson', 'nrobinsoneq@craigslist.org', 'Ginatilan', 'Philippines', 'Kyrgyz');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (532, 'Frances', 'Cole', 'fcoleer@yale.edu', 'Monkayo', 'Philippines', 'Kannada');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (533, 'Joe', 'White', 'jwhitees@jalbum.net', 'Charqueadas', 'Brazil', 'Nepali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (534, 'Todd', 'Campbell', 'tcampbellet@hugedomains.com', 'Al Qamşīyah', 'Syria', 'Macedonian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (535, 'Patricia', 'Mitchell', 'pmitchelleu@unblog.fr', 'Chama', 'Zambia', 'Persian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (536, 'Harry', 'Reynolds', 'hreynoldsev@squidoo.com', 'Bastos', 'Brazil', 'Hebrew');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (537, 'Joseph', 'Carroll', 'jcarrollew@about.me', 'Borzoy', 'Russia', 'Thai');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (538, 'Jack', 'Harper', 'jharperex@freewebs.com', 'Pankrushikha', 'Russia', 'Sotho');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (539, 'Diane', 'Young', 'dyoungey@foxnews.com', 'Klishkivtsi', 'Ukraine', 'Telugu');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (540, 'Gloria', 'Hart', 'ghartez@nydailynews.com', 'Sumberingin Kulon', 'Indonesia', 'Azeri');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (541, 'Juan', 'Bailey', 'jbaileyf0@patch.com', 'La Cocha', 'Argentina', 'Dari');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (542, 'Jacqueline', 'Fox', 'jfoxf1@blogtalkradio.com', 'Zuocun', 'China', 'Romanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (543, 'Juan', 'Simmons', 'jsimmonsf2@liveinternet.ru', 'Daduo', 'China', 'Swahili');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (544, 'Debra', 'Evans', 'devansf3@tuttocitta.it', 'Longquan', 'China', 'Telugu');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (545, 'Christina', 'Richardson', 'crichardsonf4@wordpress.com', 'Tbilisskaya', 'Russia', 'Swedish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (546, 'Anne', 'Boyd', 'aboydf5@go.com', 'San Carlos', 'Colombia', 'Filipino');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (547, 'Lillian', 'Peterson', 'lpetersonf6@utexas.edu', 'Bordeaux', 'France', 'Latvian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (548, 'Kimberly', 'Kelly', 'kkellyf7@newyorker.com', 'Pashkovskiy', 'Russia', 'Latvian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (549, 'Shirley', 'Willis', 'swillisf8@csmonitor.com', 'Wangcao', 'China', 'Catalan');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (550, 'Gloria', 'Henry', 'ghenryf9@bloglovin.com', 'Beigucheng', 'China', 'Gagauz');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (551, 'Paula', 'Franklin', 'pfranklinfa@chicagotribune.com', 'La Sierpe', 'Cuba', 'Swahili');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (552, 'Roy', 'Williams', 'rwilliamsfb@ycombinator.com', 'Yangju', 'South Korea', 'Khmer');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (553, 'Donald', 'Butler', 'dbutlerfc@hp.com', 'Pradera', 'Colombia', 'Hebrew');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (554, 'Chris', 'Kelly', 'ckellyfd@dot.gov', 'Lamakera Dua', 'Indonesia', 'Nepali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (555, 'Jane', 'Pierce', 'jpiercefe@networksolutions.com', 'Rudnichnyy', 'Russia', 'Filipino');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (556, 'Rose', 'Pierce', 'rpierceff@imageshack.us', 'Vrbovec', 'Croatia', 'Quechua');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (557, 'Kathryn', 'Bradley', 'kbradleyfg@dropbox.com', 'Jevíčko', 'Czech Republic', 'Filipino');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (558, 'Kathryn', 'Gray', 'kgrayfh@cpanel.net', 'Jeziora Wielkie', 'Poland', 'Tetum');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (559, 'Joshua', 'Matthews', 'jmatthewsfi@smugmug.com', 'Kouzhen', 'China', 'Bislama');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (560, 'John', 'Carr', 'jcarrfj@histats.com', 'Čačak', 'Serbia', 'Romanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (561, 'Bobby', 'Harrison', 'bharrisonfk@nba.com', 'Ciperang', 'Indonesia', 'Assamese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (562, 'Michelle', 'Austin', 'maustinfl@cisco.com', 'Krajan Puru', 'Indonesia', 'Pashto');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (563, 'Steven', 'Garza', 'sgarzafm@go.com', 'Wujingfu', 'China', 'Macedonian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (564, 'Teresa', 'Reid', 'treidfn@tiny.cc', 'Shilipu', 'China', 'Aymara');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (565, 'Janice', 'Sullivan', 'jsullivanfo@ow.ly', 'Unión de Reyes', 'Cuba', 'Hebrew');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (566, 'Diane', 'Ramirez', 'dramirezfp@dedecms.com', 'Gulai', 'China', 'Estonian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (567, 'Gerald', 'Coleman', 'gcolemanfq@hubpages.com', 'Weru', 'Indonesia', 'Sotho');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (568, 'Ruth', 'Harrison', 'rharrisonfr@hhs.gov', 'Makrychóri', 'Greece', 'Zulu');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (569, 'Nicole', 'Walker', 'nwalkerfs@github.com', 'Jinbo', 'China', 'Gagauz');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (570, 'William', 'Ward', 'wwardft@google.com.br', 'Czernice Borowe', 'Poland', 'Belarusian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (571, 'Anne', 'Weaver', 'aweaverfu@si.edu', 'San Andrés', 'Colombia', 'Assamese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (572, 'Bruce', 'Welch', 'bwelchfv@ted.com', 'Miguel Hidalgo', 'Mexico', 'Maltese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (573, 'Kimberly', 'Mendoza', 'kmendozafw@lycos.com', 'Talca', 'Chile', 'Czech');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (574, 'Cheryl', 'Mccoy', 'cmccoyfx@google.co.jp', 'Shejiang', 'China', 'Tamil');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (575, 'Sean', 'Davis', 'sdavisfy@ebay.com', 'Xiangshan', 'China', 'French');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (576, 'Sharon', 'Matthews', 'smatthewsfz@163.com', 'Sharga', 'Mongolia', 'Dzongkha');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (577, 'Clarence', 'Watkins', 'cwatkinsg0@yandex.ru', 'Songjiang', 'China', 'Georgian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (578, 'Louise', 'Robertson', 'lrobertsong1@dyndns.org', 'Carlos Barbosa', 'Brazil', 'French');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (579, 'Lillian', 'Williams', 'lwilliamsg2@freewebs.com', 'Yuanqian', 'China', 'Czech');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (580, 'Denise', 'Carroll', 'dcarrollg3@dion.ne.jp', 'Cazin', 'Bosnia and Herzegovina', 'Aymara');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (581, 'Dorothy', 'Hunt', 'dhuntg4@stumbleupon.com', 'Pestovo', 'Russia', 'Malagasy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (582, 'Nicholas', 'White', 'nwhiteg5@t.co', 'Jorowaru Daya', 'Indonesia', 'Fijian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (583, 'Ashley', 'Hayes', 'ahayesg6@ox.ac.uk', 'Shin’ichi', 'Japan', 'Spanish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (584, 'Gary', 'Stevens', 'gstevensg7@yale.edu', 'Thị Trấn Phù Yên', 'Vietnam', 'Luxembourgish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (585, 'Joshua', 'Montgomery', 'jmontgomeryg8@spiegel.de', 'Hrastnik', 'Slovenia', 'Burmese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (586, 'Amanda', 'Arnold', 'aarnoldg9@istockphoto.com', 'Bejsce', 'Poland', 'Spanish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (587, 'Brenda', 'Lopez', 'blopezga@networksolutions.com', 'Bohus', 'Sweden', 'Kashmiri');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (588, 'Andrew', 'Oliver', 'aolivergb@epa.gov', 'Bokhan', 'Russia', 'Estonian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (589, 'Cynthia', 'Rose', 'crosegc@flickr.com', 'Kinloch', 'United Kingdom', 'Indonesian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (590, 'Keith', 'Reyes', 'kreyesgd@photobucket.com', 'Sudimara', 'Indonesia', 'Tamil');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (591, 'Lillian', 'Perry', 'lperryge@fda.gov', 'Kabac', 'Philippines', 'Haitian Creole');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (592, 'Katherine', 'Boyd', 'kboydgf@nba.com', 'Wangcheng', 'China', 'Luxembourgish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (593, 'Gloria', 'Wells', 'gwellsgg@last.fm', 'Macapá', 'Brazil', 'Malayalam');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (594, 'Jonathan', 'Fernandez', 'jfernandezgh@cargocollective.com', 'Santo Domingo Este', 'Dominican Republic', 'Dari');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (595, 'Sara', 'Johnston', 'sjohnstongi@ucoz.com', 'Itapemirim', 'Brazil', 'Armenian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (596, 'Eugene', 'Jenkins', 'ejenkinsgj@chicagotribune.com', 'Spånga', 'Sweden', 'Nepali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (597, 'Christina', 'Foster', 'cfostergk@photobucket.com', 'Thompson', 'Canada', 'Māori');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (598, 'Deborah', 'Howell', 'dhowellgl@merriam-webster.com', 'Potou', 'China', 'Latvian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (599, 'Edward', 'Burns', 'eburnsgm@tumblr.com', 'Guhua', 'China', 'Nepali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (600, 'Angela', 'Gray', 'agraygn@abc.net.au', 'Paraćin', 'Serbia', 'Telugu');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (601, 'Evelyn', 'Matthews', 'ematthewsgo@hugedomains.com', 'Foxrock', 'Ireland', 'West Frisian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (602, 'Sandra', 'Gutierrez', 'sgutierrezgp@gnu.org', 'Tubo', 'Philippines', 'Korean');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (603, 'Alan', 'Woods', 'awoodsgq@diigo.com', 'Jabinyānah', 'Tunisia', 'Pashto');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (604, 'Sarah', 'Barnes', 'sbarnesgr@fc2.com', 'Birmingham', 'United States', 'Malayalam');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (605, 'Jessica', 'Martin', 'jmartings@homestead.com', 'Mafeng', 'China', 'Estonian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (606, 'Kevin', 'Morrison', 'kmorrisongt@intel.com', 'Cartí Suitupo', 'Panama', 'Czech');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (607, 'Sandra', 'Gilbert', 'sgilbertgu@columbia.edu', 'Knin', 'Croatia', 'Polish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (608, 'Mary', 'Black', 'mblackgv@feedburner.com', 'Xiniu', 'China', 'Irish Gaelic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (609, 'Cheryl', 'Cox', 'ccoxgw@instagram.com', 'Olival', 'Portugal', 'Swati');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (610, 'Denise', 'Simmons', 'dsimmonsgx@redcross.org', 'Berlin', 'Germany', 'Papiamento');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (611, 'Helen', 'Porter', 'hportergy@amazonaws.com', 'La Mesa', 'Panama', 'Kazakh');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (612, 'Ruby', 'Lopez', 'rlopezgz@scribd.com', 'Kostinbrod', 'Bulgaria', 'Greek');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (613, 'Daniel', 'Snyder', 'dsnyderh0@reference.com', 'Buriti Bravo', 'Brazil', 'Filipino');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (614, 'Lisa', 'Mills', 'lmillsh1@desdev.cn', 'Tupesy', 'Czech Republic', 'Croatian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (615, 'Victor', 'Willis', 'vwillish2@foxnews.com', 'Rennes', 'France', 'Guaraní');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (616, 'Carl', 'White', 'cwhiteh3@xing.com', 'Linjiang', 'China', 'Italian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (617, 'Christopher', 'Myers', 'cmyersh4@cbc.ca', 'Cergy-Pontoise', 'France', 'German');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (618, 'Craig', 'Hawkins', 'chawkinsh5@1und1.de', 'Banī an Nahārī', 'Yemen', 'Quechua');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (619, 'Samuel', 'Gilbert', 'sgilberth6@nationalgeographic.com', 'Bodiosa a Velha', 'Portugal', 'Khmer');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (620, 'Andrew', 'Peterson', 'apetersonh7@pagesperso-orange.fr', 'Perrelos', 'Philippines', 'Ndebele');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (621, 'Michael', 'Hunt', 'mhunth8@sun.com', 'Sanshengyuan', 'China', 'Luxembourgish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (622, 'Ann', 'Harrison', 'aharrisonh9@google.de', 'Tuluá', 'Colombia', 'Finnish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (623, 'Wanda', 'Mitchell', 'wmitchellha@over-blog.com', 'Strasbourg', 'France', 'Guaraní');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (624, 'Mark', 'Day', 'mdayhb@dion.ne.jp', 'Nakhon Phanom', 'Thailand', 'Moldovan');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (625, 'David', 'Jacobs', 'djacobshc@biglobe.ne.jp', 'Porto Ferreira', 'Brazil', 'German');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (626, 'Gerald', 'Dunn', 'gdunnhd@dropbox.com', 'Van Nuys', 'United States', 'Belarusian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (627, 'Annie', 'Hernandez', 'ahernandezhe@ox.ac.uk', 'Ancol', 'Indonesia', 'Haitian Creole');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (628, 'Beverly', 'James', 'bjameshf@tripod.com', 'Matang', 'China', 'Tok Pisin');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (629, 'Donald', 'Graham', 'dgrahamhg@reuters.com', 'Midland', 'United States', 'Finnish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (630, 'Lisa', 'Greene', 'lgreenehh@flickr.com', 'Sagopshi', 'Russia', 'Lithuanian');
