create table Customers (
	CustomerID INT,
	FirstName VARCHAR(50),
	LastName VARCHAR(50),
	Email VARCHAR(50),
	City VARCHAR(50),
	LinkedInSkill VARCHAR(50)
);
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (1, 'Betty', 'Spencer', 'bspencer0@istockphoto.com', 'Lawa-an', 'TDC3000');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (319, 'Carolyn', 'Fox', 'cfox8u@wired.com', 'Kandangsapi', 'RPC');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (320, 'Annie', 'Campbell', 'acampbell8v@360.cn', 'Oepula', 'FQHC');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (321, 'Linda', 'Martinez', 'lmartinez8w@cdc.gov', 'Rantaupanjangkiri', 'Athlete Development');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (322, 'Ruth', 'Peters', 'rpeters8x@chron.com', 'Hwado', 'Earthquake Engineering');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (323, 'Sara', 'Perkins', 'sperkins8y@free.fr', 'Västerås', 'Testing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (324, 'Louise', 'Martinez', 'lmartinez8z@scribd.com', 'Aguiar da Beira', 'Compensation &amp; Benefits');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (325, 'Phyllis', 'Ruiz', 'pruiz90@earthlink.net', 'Viga', 'Event Photography');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (326, 'Emily', 'Taylor', 'etaylor91@pcworld.com', 'Itapira', 'Jigs');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (327, 'Theresa', 'Hawkins', 'thawkins92@auda.org.au', 'Yuanmou', 'Oxygen');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (328, 'Sarah', 'Gomez', 'sgomez93@usatoday.com', 'Airuk', 'DCP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (329, 'Linda', 'Morgan', 'lmorgan94@posterous.com', 'Xiadian', 'Kernel');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (330, 'Carolyn', 'Moore', 'cmoore95@miitbeian.gov.cn', 'Shengze', 'BMP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (331, 'Rose', 'Bradley', 'rbradley96@yale.edu', 'Suzuka', 'qPCR');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (332, 'Bonnie', 'Richardson', 'brichardson97@yelp.com', 'Kachar', 'Clinical Supervision');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (333, 'Ruby', 'Rodriguez', 'rrodriguez98@gmpg.org', 'Nowe Warpno', 'CDL Class A');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (334, 'Ruth', 'Weaver', 'rweaver99@arstechnica.com', 'Gongjiahe', 'InfoComm CTS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (335, 'Susan', 'Barnes', 'sbarnes9a@independent.co.uk', 'Nogent-le-Rotrou', 'NCDA');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (336, 'Dorothy', 'Myers', 'dmyers9b@hexun.com', 'Xiaochi', 'Account Reconciliation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (337, 'Bonnie', 'Powell', 'bpowell9c@github.com', 'San Diego', 'DTS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (338, 'Diana', 'Wood', 'dwood9d@clickbank.net', 'Fengshou', 'Social Skills');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (339, 'Louise', 'Green', 'lgreen9e@ifeng.com', 'Mentoro Wetan', 'RPM');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (340, 'Patricia', 'Hernandez', 'phernandez9f@webnode.com', 'Kalamáta', 'IRS problem resolution');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (341, 'Lillian', 'Moreno', 'lmoreno9g@drupal.org', 'Pechenizhyn', 'Karate');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (342, 'Tammy', 'Freeman', 'tfreeman9h@meetup.com', 'Bilice', 'MSBuild');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (343, 'Carolyn', 'Greene', 'cgreene9i@examiner.com', 'Oslo', 'Clinical Trials');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (344, 'Joyce', 'Jacobs', 'jjacobs9j@biblegateway.com', 'Senhor do Bonfim', 'UNIX Utilities');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (345, 'Angela', 'Gutierrez', 'agutierrez9k@ovh.net', 'Colotenango', 'FTR');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (346, 'Cynthia', 'Rice', 'crice9l@apache.org', 'San Bernardino', 'Validation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (347, 'Susan', 'Fuller', 'sfuller9m@ow.ly', 'Kuala Lumpur', 'Twitter API');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (348, 'Diane', 'Hanson', 'dhanson9n@webnode.com', 'Yirshi', 'CMS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (349, 'Marilyn', 'Brooks', 'mbrooks9o@lycos.com', 'Salvador', 'Litigation Support');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (350, 'Kathy', 'Jackson', 'kjackson9p@prlog.org', 'Huangtan', 'SBMS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (351, 'Frances', 'Ford', 'fford9q@skyrock.com', 'Yong’an', 'CCP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (352, 'Catherine', 'Nichols', 'cnichols9r@omniture.com', 'Järfälla', 'Media Planning');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (353, 'Lisa', 'Hicks', 'lhicks9s@fastcompany.com', 'Machang', 'WiMAX');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (354, 'Rebecca', 'Harrison', 'rharrison9t@webnode.com', 'Fredrikstad', 'Loan Origination');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (355, 'Elizabeth', 'Bowman', 'ebowman9u@archive.org', 'Kaiyun', 'IACUC');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (356, 'Maria', 'Diaz', 'mdiaz9v@mashable.com', 'Miechów Charsznica', 'Oversight');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (357, 'Catherine', 'Harvey', 'charvey9w@pen.io', 'Virojoki', 'Offshore Oil &amp; Gas');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (358, 'Christina', 'Olson', 'colson9x@dagondesign.com', 'Радовиш', 'Physical Therapy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (359, 'Theresa', 'Pierce', 'tpierce9y@drupal.org', 'Chiquimulilla', 'Quality by Design');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (360, 'Bonnie', 'Tucker', 'btucker9z@seattletimes.com', 'Beiwa', 'MyFaces');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (361, 'Anne', 'Rodriguez', 'arodrigueza0@amazon.de', 'Wangdun', 'FMV');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (362, 'Mildred', 'Fox', 'mfoxa1@pinterest.com', 'Xipu', 'HP XP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (363, 'Betty', 'Harper', 'bharpera2@yellowbook.com', 'Minneapolis', 'DTR');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (364, 'Wanda', 'Porter', 'wportera3@yale.edu', 'Cali', 'VTR');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (365, 'Jane', 'Alvarez', 'jalvareza4@flavors.me', 'Drumcondra', 'Xilinx ISE');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (366, 'Gloria', 'Bennett', 'gbennetta5@gizmodo.com', 'Qīr Moāv', 'Koi Ponds');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (367, 'Paula', 'Castillo', 'pcastilloa6@sciencedaily.com', 'Qingjiang', 'EMS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (368, 'Diane', 'Robinson', 'drobinsona7@bizjournals.com', 'Fajã de Cima', 'Sculpture');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (369, 'Betty', 'Medina', 'bmedinaa8@opensource.org', 'Port Elizabeth', 'Logo Design');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (370, 'Kathy', 'Kelly', 'kkellya9@indiatimes.com', 'Daqiao', 'RhinoCAM');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (371, 'Cynthia', 'Wallace', 'cwallaceaa@dagondesign.com', 'La Gloria', 'Tutoring');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (372, 'Barbara', 'Burton', 'bburtonab@sakura.ne.jp', 'Bergen', 'Yardi Property Management');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (373, 'Pamela', 'Arnold', 'parnoldac@google.de', 'Lenīnskīy', 'Human Anatomy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (374, 'Michelle', 'Stephens', 'mstephensad@addtoany.com', 'Baykonyr', 'QSIG');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (375, 'Frances', 'Allen', 'fallenae@php.net', 'Jakubów', 'Taleo');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (376, 'Tina', 'Reyes', 'treyesaf@npr.org', 'Portela', 'Customer Engagement');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (377, 'Bonnie', 'Allen', 'ballenag@stumbleupon.com', 'Oslo', 'Semantic HTML');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (378, 'Tammy', 'Roberts', 'trobertsah@upenn.edu', 'Suidong', 'Fitness');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (379, 'Paula', 'Smith', 'psmithai@cmu.edu', 'Kaišiadorys', 'Road');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (380, 'Denise', 'Owens', 'dowensaj@pbs.org', 'Ayrihuanca', 'JPA');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (381, 'Kathleen', 'Tucker', 'ktuckerak@gov.uk', 'Huquan', 'Whole Life');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (382, 'Kelly', 'Richards', 'krichardsal@posterous.com', 'Genang', 'Nightlife');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (383, 'Kelly', 'Rice', 'kriceam@tamu.edu', 'Changhe', 'VSP 4');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (384, 'Heather', 'Knight', 'hknightan@sakura.ne.jp', 'Wirodayan', 'LDO');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (385, 'Carol', 'Garza', 'cgarzaao@google.de', 'Saitama', 'E-on Vue');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (386, 'Heather', 'Rice', 'hriceap@disqus.com', 'Noisy-le-Grand', 'Pinterest');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (387, 'Betty', 'Morales', 'bmoralesaq@yellowpages.com', 'Laiguangying', 'Ticketing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (388, 'Mildred', 'Andrews', 'mandrewsar@sohu.com', 'Tianta', 'DNA Sequencing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (389, 'Nicole', 'Hansen', 'nhansenas@nbcnews.com', 'Yunxian Chengguanzhen', 'RRDTool');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (390, 'Betty', 'Walker', 'bwalkerat@blogs.com', 'Orós', 'Business Aviation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (391, 'Heather', 'Ford', 'hfordau@bluehost.com', 'Omboué', 'FDDI');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (392, 'Susan', 'Anderson', 'sandersonav@g.co', 'Caetité', 'DUI Defense');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (393, 'Nicole', 'Alexander', 'nalexanderaw@washingtonpost.com', 'Belém', 'Cloud Computing IaaS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (394, 'Andrea', 'Stevens', 'astevensax@moonfruit.com', 'Pyrzyce', 'Ntop');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (395, 'Alice', 'Rose', 'aroseay@unesco.org', 'Minusinsk', 'EIFS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (396, 'Lois', 'Reed', 'lreedaz@indiegogo.com', 'Naranjo', 'jBase');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (397, 'Judith', 'Davis', 'jdavisb0@jimdo.com', 'Oetuke', 'Novell Netware');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (398, 'Mildred', 'Greene', 'mgreeneb1@soundcloud.com', 'Masumbwe', 'Yiddish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (399, 'Gloria', 'Simpson', 'gsimpsonb2@utexas.edu', 'Livorno', 'GCCS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (400, 'Donna', 'Parker', 'dparkerb3@amazon.co.uk', 'Ovsyanka', 'International NGOs');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (401, 'Kathy', 'Lynch', 'klynchb4@youtube.com', 'Az Zāhir', 'SAP PM Module');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (402, 'Janice', 'Arnold', 'jarnoldb5@biblegateway.com', 'Lingqian', 'Licensing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (403, 'Marie', 'Lawson', 'mlawsonb6@nih.gov', 'Bududa', 'LSS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (404, 'Sharon', 'Carpenter', 'scarpenterb7@tumblr.com', 'Jugantang', 'Patient Education');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (405, 'Julia', 'Jones', 'jjonesb8@europa.eu', 'Apoya', 'MSN AdCenter');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (406, 'Janice', 'Hunter', 'jhunterb9@who.int', 'Néa Flogitá', 'Project Implementation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (407, 'Stephanie', 'Austin', 'saustinba@meetup.com', 'Taketoyo', 'WCB');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (408, 'Dorothy', 'Peterson', 'dpetersonbb@blinklist.com', 'Ţawr al Bāḩah', 'Sound FX Editing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (409, 'Janet', 'Kelly', 'jkellybc@myspace.com', 'Mehendiganj', 'eBay API');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (410, 'Nancy', 'Shaw', 'nshawbd@mashable.com', 'Zopilotepe', 'Powder X-ray Diffraction');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (411, 'Tammy', 'Hamilton', 'thamiltonbe@hc360.com', 'Huangqiang', 'VTR');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (412, 'Christine', 'Dunn', 'cdunnbf@chicagotribune.com', 'Ciela Lebak', 'GAAP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (413, 'Jean', 'Cruz', 'jcruzbg@jiathis.com', 'Cagliari', 'JTest');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (414, 'Karen', 'Hunt', 'khuntbh@bbb.org', 'Dingcheng', 'Xing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (415, 'Betty', 'Jacobs', 'bjacobsbi@youku.com', 'Kamenné Žehrovice', 'HCS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (416, 'Helen', 'Kelley', 'hkelleybj@smh.com.au', 'Victoria Falls', 'Gas Turbines');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (417, 'Kimberly', 'Stevens', 'kstevensbk@redcross.org', 'Linköping', 'Immunology');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (418, 'Jessica', 'Turner', 'jturnerbl@soundcloud.com', 'Jianggao', 'RHIA');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (419, 'Jacqueline', 'Burke', 'jburkebm@posterous.com', 'Cedry Wielkie', 'Screening Resumes');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (420, 'Anna', 'Warren', 'awarrenbn@goo.gl', 'Tinaco', 'Silverlight');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (421, 'Beverly', 'Powell', 'bpowellbo@wikia.com', 'Lingbei', 'QAQC');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (422, 'Rachel', 'Garcia', 'rgarciabp@netlog.com', 'Vistino', 'Employee Handbooks');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (423, 'Carolyn', 'Simpson', 'csimpsonbq@tmall.com', 'Rawang', 'Oxygen XML Editor');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (424, 'Evelyn', 'Cooper', 'ecooperbr@plala.or.jp', 'Dali', 'Fund Administration');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (425, 'Jennifer', 'Diaz', 'jdiazbs@seesaa.net', 'Trairi', 'RUP Methodologies');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (426, 'Wanda', 'Pierce', 'wpiercebt@cbc.ca', 'Bocos', 'EU Funding');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (427, 'Judy', 'Ross', 'jrossbu@theguardian.com', 'Sarapul', 'EEO Reporting');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (428, 'Catherine', 'Gray', 'cgraybv@wix.com', 'Gonābād', 'UIKit');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (429, 'Heather', 'Lawrence', 'hlawrencebw@google.it', 'Udanin', 'Business Process Improvement');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (430, 'Joyce', 'Carter', 'jcarterbx@flavors.me', 'Mujur', 'Microsoft Exchange');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (431, 'Betty', 'Peterson', 'bpetersonby@xrea.com', 'Tarkwa', 'Smartstream TLM');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (432, 'Karen', 'Carr', 'kcarrbz@alexa.com', 'Solna', 'International Trade');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (433, 'Rose', 'Woods', 'rwoodsc0@state.tx.us', 'Sychëvo', 'Xalan');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (434, 'Teresa', 'Griffin', 'tgriffinc1@vistaprint.com', 'Batukuta', 'UDDI');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (435, 'Martha', 'Bennett', 'mbennettc2@eepurl.com', 'Jun’an', 'ERDAS Imagine');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (436, 'Wanda', 'Dunn', 'wdunnc3@skype.com', 'Zhangjiabao', 'Baan ERP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (437, 'Angela', 'Porter', 'aporterc4@spotify.com', 'Iwata', 'VLSI CAD');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (438, 'Phyllis', 'Fields', 'pfieldsc5@google.com.au', 'Muara Sabak', 'Client Services');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (439, 'Donna', 'Warren', 'dwarrenc6@stumbleupon.com', 'Dunaújváros', 'Oracle OLAP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (440, 'Heather', 'Mendoza', 'hmendozac7@intel.com', 'Jawf al Maqbābah', 'AP Style');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (441, 'Robin', 'Nelson', 'rnelsonc8@google.pl', 'Makariv', 'Entity Framework');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (442, 'Paula', 'Wallace', 'pwallacec9@deliciousdays.com', 'Eskilstuna', 'Low Voltage');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (443, 'Debra', 'Bell', 'dbellca@wix.com', 'Cilolohan', 'Unreal Engine 3');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (444, 'Janet', 'Bryant', 'jbryantcb@java.com', 'Sena', 'CPLD');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (445, 'Jean', 'Morrison', 'jmorrisoncc@buzzfeed.com', 'Belén', 'Project Bidding');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (446, 'Susan', 'Evans', 'sevanscd@weebly.com', 'Mórrope', 'Sony Vegas');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (447, 'Margaret', 'Ortiz', 'mortizce@yale.edu', 'Bertioga', 'Supply Management');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (448, 'Linda', 'Marshall', 'lmarshallcf@unc.edu', 'Pórto Chéli', 'TS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (449, 'Jacqueline', 'Ortiz', 'jortizcg@skype.com', 'Bohai', 'Immunohistochemistry');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (450, 'Kimberly', 'Bishop', 'kbishopch@ocn.ne.jp', 'Wanli', 'DDI');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (451, 'Theresa', 'Thomas', 'tthomasci@disqus.com', 'Chechenglu', 'IIA Standards');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (452, 'Janice', 'Reed', 'jreedcj@theatlantic.com', 'Ar Rawḑah', 'Algorithm Design');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (453, 'Julia', 'Montgomery', 'jmontgomeryck@samsung.com', 'Geidam', 'Irrigation Management');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (454, 'Diana', 'Evans', 'devanscl@mapy.cz', 'Los Aquijes', 'Scripting');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (455, 'Joan', 'Ferguson', 'jfergusoncm@sciencedirect.com', 'Klenje', 'McKesson STAR');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (456, 'Kimberly', 'Mcdonald', 'kmcdonaldcn@ow.ly', 'Estreito', 'Email Marketing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (457, 'Brenda', 'Hicks', 'bhicksco@telegraph.co.uk', 'Sacanta', 'PMO');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (458, 'Cheryl', 'Foster', 'cfostercp@marketwatch.com', 'Pluak Daeng', 'EWSD');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (459, 'Janice', 'Simpson', 'jsimpsoncq@ehow.com', 'Plessisville', 'Zultys');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (460, 'Denise', 'Sims', 'dsimscr@unicef.org', 'Xincheng', 'DBI');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (461, 'Janice', 'Griffin', 'jgriffincs@intel.com', 'Zevenaar', 'Succession Planning');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (462, 'Helen', 'Carpenter', 'hcarpenterct@mozilla.com', 'Taavetti', 'UK Law');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (463, 'Amy', 'Garcia', 'agarciacu@yale.edu', 'Krajan Jamprong', 'Linux Kernel');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (464, 'Stephanie', 'Banks', 'sbankscv@histats.com', 'Nogliki', 'Cellular Communications');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (465, 'Evelyn', 'Ramirez', 'eramirezcw@blinklist.com', 'Huaqiao', 'Revenue Cycle Management');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (466, 'Diane', 'Morris', 'dmorriscx@indiegogo.com', 'Granada', 'Brokerage');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (467, 'Martha', 'Hart', 'mhartcy@webnode.com', 'Hakodate', 'Structural Dynamics');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (468, 'Amy', 'Lane', 'alanecz@answers.com', 'Kostrzyn nad Odrą', 'LTE');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (469, 'Karen', 'Coleman', 'kcolemand0@google.com.br', 'Aranguren', 'Payments');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (470, 'Barbara', 'Matthews', 'bmatthewsd1@wsj.com', 'Kupavna', 'Psychology');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (471, 'Joan', 'Kelley', 'jkelleyd2@mit.edu', 'Kalāt-e Nāderī', 'Vessel Operations');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (472, 'Brenda', 'Campbell', 'bcampbelld3@dedecms.com', 'Rrasa e Sipërme', 'Windows');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (473, 'Wanda', 'Lewis', 'wlewisd4@bloomberg.com', 'Kardzhin', 'Ultimate Frisbee');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (474, 'Mildred', 'Marshall', 'mmarshalld5@bloglovin.com', 'Sampir', 'Retail');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (475, 'Cynthia', 'Gordon', 'cgordond6@deviantart.com', 'Ejmiatsin', 'Metro Ethernet');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (476, 'Evelyn', 'Baker', 'ebakerd7@freewebs.com', 'Muquiyauyo', 'BTLS');
